embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados,prefiltrado
e5-large,intfloat/multilingual-e5-large,1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?," En el Libro de Reclamaciones, una queja es cuando expresas un malestar o descontento respecto a la atención recibida por parte del proveedor, sin relación directa con el producto o servicio adquirido. Por ejemplo, si el personal de seguridad de un establecimiento comercial es descortés o los servicios higiénicos están sucios.

Un reclamo, por otro lado, sí está vinculado directamente a una falla o disconformidad con el producto o servicio. Por ejemplo, si compraste un televisor que no enciende, interpones un reclamo.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,3.63,3,True
e5-large,intfloat/multilingual-e5-large,2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?," Si tienes un problema con tu servicio de telefonía móvil, debes presentar un reclamo ante tu operador. Lo puedes hacer siguiendo estos pasos:

1. Identifica el problema que tienes con tu servicio, por ejemplo, si hay problemas de lentitud para navegar por internet o comunicaciones entrecortadas.

2. Encuentra la opción ""Presentar reclamo"" en el sitio web o aplicación de tu operador y sigue las instrucciones para llenar el formulario correspondiente.

3. Asegúrate de incluir los documentos necesarios como una constancia de medición de la velocidad del servicio de internet, si es necesario.

4. Espera a que tu operador resuelva tu reclamo dentro de un plazo máximo de 10 días hábiles, según lo establece la ley (Artículo 54.- Disposiciones aplicables a la presentación de reclamos, apelaciones y quejas del servicio público móvil).

Si tu reclamo sale a tu favor, el operador debe realizar pruebas de operatividad para tratar de solucionar los inconvenientes en tu servicio. Si no estás satisfecho con la respuesta de tu operador, puedes presentar una queja ante INDECOPI.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,2.9,3,True
e5-large,intfloat/multilingual-e5-large,3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?," Una denuncia es un paso posterior ante la autoridad competente cuando el proveedor no ha resuelto correctamente tus reclamos. Una denuncia se presenta a INDECOPI, siempre que tu problema esté relacionado con una infracción al Código de Protección y Defensa del Consumidor. Una denuncia puede culminar en una sanción económica al proveedor por parte del Estado, además del dictado de medidas correctivas a favor del consumidor afectado. En contraste, un reclamo es una comunicación directa con la empresa para solucionar un problema relacionado con un producto o servicio que te ha comprado.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Decreto Supremo N° 007-2020-PCM | Decreto Supremo N° 007-2020-PCM,1.53,3,True
e5-large,intfloat/multilingual-e5-large,4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?," En el contrato de compra-venta de un departamento, debería figurar al menos las siguientes informaciones:

1. Identificación de las partes contratantes (vendedor y comprador) y sus domicilios legales.
2. Identificación del departamento materia de venta.
3. Precio de venta del departamento y forma de pago.
4. Plazo, fecha y condiciones sobre la entrega del departamento.
5. Penalidades por incumplimiento de obligaciones, si se hubiesen pactado.
6. Mecanismos para la solución de controversias.
7. La obligación del vendedor de firmar todos los documentos necesarios para perfeccionar la transferencia del departamento.
8. Si el precio de venta o parte de este es financiado por la inmobiliaria, se debe incluir una hoja resumen detallada que contenga información sobre intereses y tasas de interés, pagos adicionales, número de cuotas, beneficios otorgados, total a pagar, garantías y avales, derecho a pago anticipado o prepago, y cualquier otra información relevante.
9. Vigencia de la oferta, forma de pago, moneda, plazo en que el comprador debe realizar el pago, los gastos y tributos.
10. Condiciones de la separación del departamento.
11. Información sobre canales para atención de consultas, quejas y reclamos.
12. El proveedor debe devolver el íntegro de los pagos adelantados efectuados por todo concepto a sola solicitud del comprador en caso de no ejecución de la prestación por causas atribuibles al vendedor, en caso de venta de inmuebles sobre planos o de bienes futuros.
13. El contrato debe ser redactado en un lenguaje accesible al comprador.

Fuente: Ley de Protección Integral del Consumidor (Ley 29571), Artículo 6, Inciso 4 y Artículo 30, incisos 1, 5 y 8.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,4.79,3,True
e5-large,intfloat/multilingual-e5-large,5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?"," Sí, según la ley peruana, tienes derecho a efectuar pagos anticipados o adelantos de cuotas para los préstamos que tiene con el banco. De esta manera, puedes reducir los intereses compensatorios y las comisiones derivadas de las cláusulas contractuales pactadas entre ti y la entidad financiera. Cuando realices un pago anticipado, la cantidad debe ser mayor a dos cuotas y las empresas deben requerirte que indiques si se debe reducir el monto de las cuotas restantes manteniendo el plazo original o del número de cuotas con una consecuente reducción del plazo del crédito. Puedes hacerlo a través de los mismos canales utilizados para el pago de cuotas o de obligaciones de tarjeta de crédito, sin que resulten exigibles al usuario trámites adicionales. No obstante, debes tener en cuenta que el bono de Buen Pagador puede perderse si incumples con los requisitos exigidos para su reconocimiento.

Fuente: Artículos 86 y 29 del Código de Protección y Defensa al Consumidor (Ley N° 29571)","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.06,3,True
e5-large,intfloat/multilingual-e5-large,6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?," No puedes solicitar indemnizaciones ni reparaciones por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI. INDECOPI solo puede dictar medidas correctivas reparadoras (devolver dinero, reemplazar producto, cubrir gastos médicos) y complementarias (ordenar mejoras al proveedor), pero NO puede ordenar indemnizaciones por daños y perjuicios.

Si deseas obtener una indemnización por los daños sufridos debes recurrir a un proceso civil judicial ante el Poder Judicial.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Código de Protección y Defensa del Consumidor | Resolución Final N° 016-2022/CPC-INDECOPI-PUN | Decreto Supremo N° 011-2011-PCM,1.69,3,True
e5-large,intfloat/multilingual-e5-large,7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?," Sí, usted puede reclamar un cambio a la tienda por una prenda de ropa con roturas o mala calidad. Este derecho se aplica si la prenda no es como se describió o promocionada cuando fue comprada.

Si desea hacerlo, presente su reclamación dentro de los diez (10) días hábiles siguientes a la fecha en que advierta la deficiencia de la prenda. La tienda debe satisfare su reclamación dentro de un plazo de quince (15) días hábiles, de lo contrario incurre en mora.

Si la prenda es usada, reconstruida o remanufacturada, la tienda debe informarlo notoriamente al consumidor mediante mecanismos directos de información, como etiquetas, empaques, comprobantes de pago o en otros elementos que acompañen a la prenda.

En caso de que la tienda negue el cambio sin razón válida, puede contactar con INDECOPI para solicitar mediación y obtener ayuda en su reclamo.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.69,3,True
e5-large,intfloat/multilingual-e5-large,8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?," No, el banco no puede cobrar comisiones o conceptos a tu tarjeta de crédito sin avisarte antes. De acuerdo con la ley, estas empresas están obligadas a informarte a través de su Tarifario sobre los costos que generen la tarjeta y su uso. En caso de nuevas comisiones o cargos, debes recibir un aviso previamente.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Cartilla informativa sobre Tarjetas de Crédito | Cartilla informativa sobre Tarjetas de Crédito | Resolución SBS N° 3274-2017,1.02,3,True
e5-large,intfloat/multilingual-e5-large,9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?," Sí, una empresa o negocio digital tiene que tener un libro de reclamaciones. Puede ser en forma física o virtual. El proveedor debe brindar al consumidor el apoyo técnico necesario para que pueda registrar su queja o reclamo de manera adecuada.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,0.84,3,True
e5-large,intfloat/multilingual-e5-large,10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?," No, los proveedores no pueden subir o cobrarte más del precio que muestren en su tienda o página web. De acuerdo con el artículo 4 de la Ley N° 29571 (Código de Protección y Defensa al Consumidor), cuando exhiban precios, deben indicar en forma destacada el precio total que incluye tributos, comisiones y cargos aplicables. Por lo tanto, los consumidores no pueden ser obligados al pago de sumas adicionales al precio fijado, salvo que se trate de servicios distintos o adicionales cuya retribución no se encuentre incluida en el precio (Artículo 4.2). En caso de diferencia de precio entre medios de pago, la información debe ser puesta en conocimiento del consumidor (Artículo 7.1), y en caso de ofertas o promociones, el consumidor puede utilizar cualquier medio de pago (Artículo 7.2). Si tienes dudas sobre un precio exhibido por un proveedor, puedes contactar con INDECOPI para que te asista en tu consulta.

Fuente:
https://www.congreso.gob.pe/Sicr/Contabilidad/pdf_leysup/29571-2014.pdf","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,2.94,3,True
